(1)_X,0 --> 3
(887)DLACPY,144,21 --> 34
(888)DLACPY,145,21 --> 27
(889)DLACPY,146,21 --> 21
(890)DLACPY,147,21 --> 21
(891)DLACPY,148,21 --> 20
(892)DLACPY,149,21 --> 17
(893)DLACPY,150,21 --> 21
(894)DLACPY,151,21 --> 22
(895)DLACPY,152,21 --> 27
(896)DLACPY,153,21 --> 24
(897)DLACPY,154,21 --> 22
(898)DLACPY,155,21 --> 17
(899)DLACPY,156,21 --> 21
(900)DLACPY,157,21 --> 16
(901)DLACPY,158,21 --> 20
(902)DLACPY,159,21 --> 41
(903)DLACPY,160,21 --> 30
(904)DLACPY,161,21 --> 18
(905)DLACPY,162,21 --> 15
(906)DLACPY,163,21 --> 16
(907)DLACPY,164,21 --> 16
(908)DLACPY,165,21 --> 17
(909)DLACPY,166,21 --> 24
(910)DLACPY,167,21 --> 18
(911)DLACPY,168,21 --> 16
(912)DLACPY,169,21 --> 18
(913)DLACPY,170,21 --> 17
(914)DLACPY,171,21 --> 17
(915)DLACPY,172,21 --> 13
(916)DLACPY,173,21 --> 16
(917)DLACPY,174,21 --> 13
(918)DLACPY,175,21 --> 22
(919)DLACPY,176,21 --> 15
(920)DLACPY,177,21 --> 17
(921)DLACPY,178,21 --> 21
(922)DLACPY,179,21 --> 12
(923)DLACPY,180,21 --> 14
(924)DLACPY,181,21 --> 18
(925)DLACPY,182,21 --> 13
(926)DLACPY,183,21 --> 28
(927)DLACPY,184,21 --> 11
(928)DLACPY,185,21 --> 10
(929)DLACPY,186,21 --> 9
(930)DLACPY,187,21 --> 8
(931)DLACPY,188,21 --> 8
(932)DLACPY,189,21 --> 7
(933)DLACPY,190,21 --> 6
(934)DLACPY,191,21 --> 4
(935)DLACPY,192,21 --> 29
(936)DLACPY,193,21 --> 27
(937)DLACPY,194,21 --> 31
(938)DLACPY,195,21 --> 10
(939)DLACPY,196,21 --> 28
(940)DLACPY,197,21 --> 13
(941)DLACPY,198,21 --> 14
(942)DLACPY,199,21 --> 14
(943)DLACPY,200,21 --> 17
(944)DLACPY,201,21 --> 9
(945)DLACPY,202,21 --> 25
(946)DLACPY,203,21 --> 14
(947)DLACPY,204,21 --> 14
(948)DLACPY,205,21 --> 12
(949)DLACPY,206,21 --> 10
(950)DLACPY,207,21 --> 12
(951)DLACPY,208,21 --> 11
(952)DLACPY,209,21 --> 11
(953)DLACPY,210,21 --> 16
(954)DLACPY,211,21 --> 9
(955)DLACPY,212,21 --> 7
(956)DLACPY,213,21 --> 7
(957)DLACPY,214,21 --> 6
(958)DLACPY,215,21 --> 17
(959)DLACPY,216,21 --> 16
(960)DLACPY,217,21 --> 31
(961)DLACPY,218,21 --> 30
(962)DLACPY,219,21 --> 18
(963)DLACPY,220,21 --> 22
(964)DLACPY,221,21 --> 18
(965)DLACPY,222,21 --> 19
(966)DLACPY,223,21 --> 13
(967)DLACPY,224,21 --> 8
(968)DLACPY,225,21 --> 18
(969)DLACPY,226,21 --> 18
(970)DLACPY,227,21 --> 12
(971)DLACPY,228,21 --> 10
(972)DLACPY,229,21 --> 16
(973)DLACPY,230,21 --> 10
(974)DLACPY,231,21 --> 14
(975)DLACPY,232,21 --> 14
(976)DLACPY,233,21 --> 12
(977)DLACPY,234,21 --> 12
(978)DLACPY,235,21 --> 13
(979)DLACPY,236,21 --> 11
(980)DLACPY,237,21 --> 7
(981)DLACPY,238,21 --> 9
(982)DLACPY,239,21 --> 6
(983)DLACPY,240,21 --> 6
(984)DLACPY,241,21 --> 6
(985)DLACPY,242,21 --> 6
(986)DLACPY,243,21 --> 5
(987)DLACPY,244,21 --> 4
(988)DLACPY,245,21 --> 3
(989)SETZERO,0,1 --> 1
(990)SETZERO,1,1 --> 2
(991)SETZERO,2,1 --> 3
(992)SETZERO,3,1 --> 4
(993)SETZERO,4,1 --> 5
(994)SETZERO,5,1 --> 6
(995)SETZERO,6,1 --> 7
(996)SETZERO,7,1 --> 2
(997)SETZERO,8,1 --> 3
(998)SETZERO,9,1 --> 4
(999)SETZERO,10,1 --> 5
(1000)SETZERO,11,1 --> 6
(1001)SETZERO,12,1 --> 7
(1002)SETZERO,13,1 --> 9
(1003)SETZERO,14,1 --> 10
(1004)SETZERO,15,1 --> 15
(1005)SETZERO,16,1 --> 9
(1006)SETZERO,17,1 --> 10
(1007)SETZERO,18,1 --> 9
(1008)SETZERO,19,1 --> 9
(1009)SETZERO,20,1 --> 10
(1010)SETZERO,21,1 --> 16
(1011)SETZERO,22,1 --> 12
(1012)SETZERO,23,1 --> 10
(1013)SETZERO,24,1 --> 15
(1014)SETZERO,25,1 --> 14
(1015)SETZERO,26,1 --> 15
(1016)SETZERO,27,1 --> 15
(1017)SETZERO,28,1 --> 13
(1018)SETZERO,29,1 --> 12
(1019)SETZERO,30,1 --> 15
(1020)SETZERO,31,1 --> 12
(1021)SPMM,0,0,0 --> 2
(1022)SPMM,1,0,0 --> 2
(1023)SPMM,1,1,0 --> 2
(1024)SPMM,2,0,0 --> 2
(1025)SPMM,2,1,0 --> 2
(1026)SPMM,2,2,0 --> 2
(1027)SPMM,3,0,0 --> 2
(1028)SPMM,3,1,0 --> 2
(1029)SPMM,3,2,0 --> 2
(1030)SPMM,3,3,0 --> 2
(1031)SPMM,4,0,0 --> 2
(1032)SPMM,4,1,0 --> 2
(1033)SPMM,4,2,0 --> 2
(1034)SPMM,4,3,0 --> 2
(1035)SPMM,4,4,0 --> 2
(1036)SPMM,5,0,0 --> 2
(1037)SPMM,5,1,0 --> 2
(1038)SPMM,5,2,0 --> 2
(1039)SPMM,5,3,0 --> 2
(1040)SPMM,5,4,0 --> 2
(1041)SPMM,5,5,0 --> 2
(1042)SPMM,6,0,0 --> 2
(1043)SPMM,6,1,0 --> 2
(1044)SPMM,6,2,0 --> 2
(1045)SPMM,6,3,0 --> 2
(1046)SPMM,6,4,0 --> 2
(1047)SPMM,6,5,0 --> 2
(1048)SPMM,6,6,0 --> 2
(1049)SPMM,7,6,0 --> 2
(1050)SPMM,7,7,0 --> 2
(1051)SPMM,8,6,0 --> 2
(1052)SPMM,8,7,0 --> 2
(1053)SPMM,8,8,0 --> 2
(1054)SPMM,9,6,0 --> 2
(1055)SPMM,9,7,0 --> 2
(1056)SPMM,9,8,0 --> 2
(1057)SPMM,9,9,0 --> 2
(1058)SPMM,10,6,0 --> 2
(1059)SPMM,10,7,0 --> 2
(1060)SPMM,10,8,0 --> 2
(1061)SPMM,10,9,0 --> 2
(1062)SPMM,10,10,0 --> 2
(1063)SPMM,11,6,0 --> 2
(1064)SPMM,11,7,0 --> 2
(1065)SPMM,11,8,0 --> 2
(1066)SPMM,11,9,0 --> 2
(1067)SPMM,11,10,0 --> 2
(1068)SPMM,11,11,0 --> 2
(1069)SPMM,12,0,0 --> 2
(1070)SPMM,12,6,0 --> 2
(1071)SPMM,12,7,0 --> 2
(1072)SPMM,12,9,0 --> 2
(1073)SPMM,12,10,0 --> 2
(1074)SPMM,12,11,0 --> 2
(1075)SPMM,12,12,0 --> 2
(1076)SPMM,13,0,0 --> 2
(1077)SPMM,13,2,0 --> 2
(1078)SPMM,13,6,0 --> 2
(1079)SPMM,13,7,0 --> 2
(1080)SPMM,13,8,0 --> 2
(1081)SPMM,13,10,0 --> 2
(1082)SPMM,13,11,0 --> 2
(1083)SPMM,13,12,0 --> 2
(1084)SPMM,13,13,0 --> 2
(1085)SPMM,14,0,0 --> 2
(1086)SPMM,14,2,0 --> 2
(1087)SPMM,14,5,0 --> 2
(1088)SPMM,14,6,0 --> 2
(1089)SPMM,14,8,0 --> 2
(1090)SPMM,14,10,0 --> 2
(1091)SPMM,14,11,0 --> 2
(1092)SPMM,14,12,0 --> 2
(1093)SPMM,14,13,0 --> 2
(1094)SPMM,14,14,0 --> 2
(1095)SPMM,15,0,0 --> 2
(1096)SPMM,15,1,0 --> 2
(1097)SPMM,15,2,0 --> 2
(1098)SPMM,15,3,0 --> 2
(1099)SPMM,15,4,0 --> 2
(1100)SPMM,15,5,0 --> 2
(1101)SPMM,15,6,0 --> 2
(1102)SPMM,15,7,0 --> 2
(1103)SPMM,15,8,0 --> 2
(1104)SPMM,15,9,0 --> 2
(1105)SPMM,15,11,0 --> 2
(1106)SPMM,15,12,0 --> 2
(1107)SPMM,15,13,0 --> 2
(1108)SPMM,15,14,0 --> 2
(1109)SPMM,15,15,0 --> 2
(1110)SPMM,16,0,0 --> 2
(1111)SPMM,16,1,0 --> 2
(1112)SPMM,16,2,0 --> 2
(1113)SPMM,16,3,0 --> 2
(1114)SPMM,16,4,0 --> 2
(1115)SPMM,16,5,0 --> 2
(1116)SPMM,16,6,0 --> 2
(1117)SPMM,16,15,0 --> 2
(1118)SPMM,16,16,0 --> 2
(1119)SPMM,17,0,0 --> 2
(1120)SPMM,17,1,0 --> 2
(1121)SPMM,17,2,0 --> 2
(1122)SPMM,17,3,0 --> 2
(1123)SPMM,17,4,0 --> 2
(1124)SPMM,17,5,0 --> 2
(1125)SPMM,17,6,0 --> 2
(1126)SPMM,17,15,0 --> 2
(1127)SPMM,17,16,0 --> 2
(1128)SPMM,17,17,0 --> 2
(1129)SPMM,18,0,0 --> 2
(1130)SPMM,18,1,0 --> 2
(1131)SPMM,18,4,0 --> 2
(1132)SPMM,18,5,0 --> 2
(1133)SPMM,18,6,0 --> 2
(1134)SPMM,18,15,0 --> 2
(1135)SPMM,18,16,0 --> 2
(1136)SPMM,18,17,0 --> 2
(1137)SPMM,18,18,0 --> 2
(1138)SPMM,19,0,0 --> 2
(1139)SPMM,19,2,0 --> 2
(1140)SPMM,19,3,0 --> 2
(1141)SPMM,19,6,0 --> 2
(1142)SPMM,19,15,0 --> 2
(1143)SPMM,19,16,0 --> 2
(1144)SPMM,19,17,0 --> 2
(1145)SPMM,19,18,0 --> 2
(1146)SPMM,19,19,0 --> 2
(1147)SPMM,20,0,0 --> 2
(1148)SPMM,20,4,0 --> 2
(1149)SPMM,20,5,0 --> 2
(1150)SPMM,20,6,0 --> 2
(1151)SPMM,20,15,0 --> 2
(1152)SPMM,20,16,0 --> 2
(1153)SPMM,20,17,0 --> 2
(1154)SPMM,20,18,0 --> 2
(1155)SPMM,20,19,0 --> 2
(1156)SPMM,20,20,0 --> 2
(1157)SPMM,21,0,0 --> 2
(1158)SPMM,21,1,0 --> 2
(1159)SPMM,21,2,0 --> 2
(1160)SPMM,21,4,0 --> 2
(1161)SPMM,21,5,0 --> 2
(1162)SPMM,21,6,0 --> 2
(1163)SPMM,21,12,0 --> 2
(1164)SPMM,21,13,0 --> 2
(1165)SPMM,21,14,0 --> 2
(1166)SPMM,21,15,0 --> 2
(1167)SPMM,21,16,0 --> 2
(1168)SPMM,21,17,0 --> 2
(1169)SPMM,21,18,0 --> 2
(1170)SPMM,21,19,0 --> 2
(1171)SPMM,21,20,0 --> 2
(1172)SPMM,21,21,0 --> 2
(1173)SPMM,22,0,0 --> 2
(1174)SPMM,22,1,0 --> 2
(1175)SPMM,22,2,0 --> 2
(1176)SPMM,22,3,0 --> 2
(1177)SPMM,22,4,0 --> 2
(1178)SPMM,22,5,0 --> 2
(1179)SPMM,22,6,0 --> 2
(1180)SPMM,22,15,0 --> 2
(1181)SPMM,22,16,0 --> 2
(1182)SPMM,22,17,0 --> 2
(1183)SPMM,22,21,0 --> 2
(1184)SPMM,22,22,0 --> 2
(1185)SPMM,23,0,0 --> 2
(1186)SPMM,23,3,0 --> 2
(1187)SPMM,23,4,0 --> 2
(1188)SPMM,23,6,0 --> 2
(1189)SPMM,23,15,0 --> 2
(1190)SPMM,23,16,0 --> 2
(1191)SPMM,23,17,0 --> 2
(1192)SPMM,23,21,0 --> 2
(1193)SPMM,23,22,0 --> 2
(1194)SPMM,23,23,0 --> 2
(1195)SPMM,24,0,0 --> 2
(1196)SPMM,24,1,0 --> 2
(1197)SPMM,24,2,0 --> 2
(1198)SPMM,24,3,0 --> 2
(1199)SPMM,24,4,0 --> 2
(1200)SPMM,24,6,0 --> 2
(1201)SPMM,24,15,0 --> 2
(1202)SPMM,24,16,0 --> 2
(1203)SPMM,24,17,0 --> 2
(1204)SPMM,24,18,0 --> 2
(1205)SPMM,24,19,0 --> 2
(1206)SPMM,24,21,0 --> 2
(1207)SPMM,24,22,0 --> 2
(1208)SPMM,24,23,0 --> 2
(1209)SPMM,24,24,0 --> 2
(1210)SPMM,25,0,0 --> 2
(1211)SPMM,25,1,0 --> 2
(1212)SPMM,25,2,0 --> 2
(1213)SPMM,25,3,0 --> 2
(1214)SPMM,25,4,0 --> 2
(1215)SPMM,25,5,0 --> 2
(1216)SPMM,25,6,0 --> 2
(1217)SPMM,25,15,0 --> 2
(1218)SPMM,25,16,0 --> 2
(1219)SPMM,25,17,0 --> 2
(1220)SPMM,25,21,0 --> 2
(1221)SPMM,25,22,0 --> 2
(1222)SPMM,25,24,0 --> 2
(1223)SPMM,25,25,0 --> 2
(1224)SPMM,26,0,0 --> 2
(1225)SPMM,26,1,0 --> 2
(1226)SPMM,26,2,0 --> 2
(1227)SPMM,26,3,0 --> 2
(1228)SPMM,26,4,0 --> 2
(1229)SPMM,26,5,0 --> 2
(1230)SPMM,26,6,0 --> 2
(1231)SPMM,26,15,0 --> 2
(1232)SPMM,26,16,0 --> 2
(1233)SPMM,26,17,0 --> 2
(1234)SPMM,26,18,0 --> 2
(1235)SPMM,26,21,0 --> 2
(1236)SPMM,26,24,0 --> 2
(1237)SPMM,26,25,0 --> 2
(1238)SPMM,26,26,0 --> 2
(1239)SPMM,27,0,0 --> 2
(1240)SPMM,27,1,0 --> 2
(1241)SPMM,27,2,0 --> 2
(1242)SPMM,27,3,0 --> 2
(1243)SPMM,27,4,0 --> 2
(1244)SPMM,27,6,0 --> 2
(1245)SPMM,27,15,0 --> 2
(1246)SPMM,27,16,0 --> 2
(1247)SPMM,27,17,0 --> 2
(1248)SPMM,27,18,0 --> 2
(1249)SPMM,27,21,0 --> 2
(1250)SPMM,27,22,0 --> 2
(1251)SPMM,27,24,0 --> 2
(1252)SPMM,27,26,0 --> 2
(1253)SPMM,27,27,0 --> 2
(1254)SPMM,28,0,0 --> 2
(1255)SPMM,28,1,0 --> 2
(1256)SPMM,28,2,0 --> 2
(1257)SPMM,28,3,0 --> 2
(1258)SPMM,28,4,0 --> 2
(1259)SPMM,28,6,0 --> 2
(1260)SPMM,28,15,0 --> 2
(1261)SPMM,28,16,0 --> 2
(1262)SPMM,28,17,0 --> 2
(1263)SPMM,28,21,0 --> 2
(1264)SPMM,28,24,0 --> 2
(1265)SPMM,28,27,0 --> 2
(1266)SPMM,28,28,0 --> 2
(1267)SPMM,29,0,0 --> 2
(1268)SPMM,29,1,0 --> 2
(1269)SPMM,29,3,0 --> 2
(1270)SPMM,29,4,0 --> 2
(1271)SPMM,29,15,0 --> 2
(1272)SPMM,29,16,0 --> 2
(1273)SPMM,29,17,0 --> 2
(1274)SPMM,29,21,0 --> 2
(1275)SPMM,29,22,0 --> 2
(1276)SPMM,29,27,0 --> 2
(1277)SPMM,29,28,0 --> 2
(1278)SPMM,29,29,0 --> 2
(1279)SPMM,30,0,0 --> 2
(1280)SPMM,30,1,0 --> 2
(1281)SPMM,30,2,0 --> 2
(1282)SPMM,30,3,0 --> 2
(1283)SPMM,30,4,0 --> 2
(1284)SPMM,30,5,0 --> 2
(1285)SPMM,30,6,0 --> 2
(1286)SPMM,30,15,0 --> 2
(1287)SPMM,30,16,0 --> 2
(1288)SPMM,30,17,0 --> 2
(1289)SPMM,30,21,0 --> 2
(1290)SPMM,30,22,0 --> 2
(1291)SPMM,30,28,0 --> 2
(1292)SPMM,30,29,0 --> 2
(1293)SPMM,30,30,0 --> 2
(1294)SPMM,31,0,0 --> 2
(1295)SPMM,31,1,0 --> 2
(1296)SPMM,31,2,0 --> 2
(1297)SPMM,31,3,0 --> 2
(1298)SPMM,31,4,0 --> 2
(1299)SPMM,31,15,0 --> 2
(1300)SPMM,31,16,0 --> 2
(1301)SPMM,31,17,0 --> 2
(1302)SPMM,31,21,0 --> 2
(1303)SPMM,31,22,0 --> 2
(1304)SPMM,31,30,0 --> 2
(1305)SPMM,31,31,0 --> 2
(1306)SETZERO,32,1 --> 14
(1307)SETZERO,33,1 --> 14
(1308)SETZERO,34,1 --> 14
(1309)SETZERO,35,1 --> 14
(1310)SETZERO,36,1 --> 18
(1311)SETZERO,37,1 --> 17
(1312)SETZERO,38,1 --> 19
(1313)SETZERO,39,1 --> 18
(1314)SETZERO,40,1 --> 19
(1315)SETZERO,41,1 --> 17
(1316)SETZERO,42,1 --> 19
(1317)SETZERO,43,1 --> 17
(1318)SETZERO,44,1 --> 19
(1319)SETZERO,45,1 --> 19
(1320)SETZERO,46,1 --> 22
(1321)SETZERO,47,1 --> 20
(1322)SETZERO,48,1 --> 18
(1323)SETZERO,49,1 --> 22
(1324)SETZERO,50,1 --> 32
(1325)SETZERO,51,1 --> 14
(1326)SETZERO,52,1 --> 25
(1327)SETZERO,53,1 --> 18
(1328)SETZERO,54,1 --> 15
(1329)SETZERO,55,1 --> 35
(1330)SETZERO,56,1 --> 22
(1331)SETZERO,57,1 --> 12
(1332)SETZERO,58,1 --> 15
(1333)SETZERO,59,1 --> 31
(1334)SETZERO,60,1 --> 35
(1335)SETZERO,61,1 --> 54
(1336)SETZERO,62,1 --> 53
(1337)SETZERO,63,1 --> 55
(1338)SPMM,32,0,0 --> 2
(1339)SPMM,32,1,0 --> 2
(1340)SPMM,32,2,0 --> 2
(1341)SPMM,32,4,0 --> 2
(1342)SPMM,32,5,0 --> 2
(1343)SPMM,32,6,0 --> 2
(1344)SPMM,32,15,0 --> 2
(1345)SPMM,32,16,0 --> 2
(1346)SPMM,32,17,0 --> 2
(1347)SPMM,32,21,0 --> 2
(1348)SPMM,32,22,0 --> 2
(1349)SPMM,32,30,0 --> 2
(1350)SPMM,32,31,0 --> 2
(1351)SPMM,33,0,0 --> 2
(1352)SPMM,33,1,0 --> 2
(1353)SPMM,33,2,0 --> 2
(1354)SPMM,33,3,0 --> 2
(1355)SPMM,33,4,0 --> 2
(1356)SPMM,33,5,0 --> 2
(1357)SPMM,33,6,0 --> 2
(1358)SPMM,33,15,0 --> 2
(1359)SPMM,33,16,0 --> 2
(1360)SPMM,33,17,0 --> 2
(1361)SPMM,33,21,0 --> 2
(1362)SPMM,33,30,0 --> 2
(1363)SPMM,34,0,0 --> 2
(1364)SPMM,34,1,0 --> 2
(1365)SPMM,34,2,0 --> 2
(1366)SPMM,34,3,0 --> 2
(1367)SPMM,34,4,0 --> 2
(1368)SPMM,34,5,0 --> 2
(1369)SPMM,34,15,0 --> 2
(1370)SPMM,34,16,0 --> 2
(1371)SPMM,34,17,0 --> 2
(1372)SPMM,34,21,0 --> 2
(1373)SPMM,34,22,0 --> 2
(1374)SPMM,34,30,0 --> 2
(1375)SPMM,35,0,0 --> 2
(1376)SPMM,35,1,0 --> 2
(1377)SPMM,35,2,0 --> 2
(1378)SPMM,35,3,0 --> 2
(1379)SPMM,35,4,0 --> 2
(1380)SPMM,35,5,0 --> 2
(1381)SPMM,35,15,0 --> 2
(1382)SPMM,35,16,0 --> 2
(1383)SPMM,35,17,0 --> 2
(1384)SPMM,35,21,0 --> 2
(1385)SPMM,35,22,0 --> 2
(1386)SPMM,35,30,0 --> 2
(1387)SPMM,36,0,0 --> 2
(1388)SPMM,36,1,0 --> 2
(1389)SPMM,36,2,0 --> 2
(1390)SPMM,36,3,0 --> 2
(1391)SPMM,36,4,0 --> 2
(1392)SPMM,36,5,0 --> 2
(1393)SPMM,36,6,0 --> 2
(1394)SPMM,36,13,0 --> 2
(1395)SPMM,36,14,0 --> 2
(1396)SPMM,36,15,0 --> 2
(1397)SPMM,36,16,0 --> 2
(1398)SPMM,36,17,0 --> 2
(1399)SPMM,36,21,0 --> 2
(1400)SPMM,36,22,0 --> 2
(1401)SPMM,36,30,0 --> 2
(1402)SPMM,37,0,0 --> 2
(1403)SPMM,37,1,0 --> 2
(1404)SPMM,37,2,0 --> 2
(1405)SPMM,37,3,0 --> 2
(1406)SPMM,37,4,0 --> 2
(1407)SPMM,37,5,0 --> 2
(1408)SPMM,37,6,0 --> 2
(1409)SPMM,37,13,0 --> 2
(1410)SPMM,37,14,0 --> 2
(1411)SPMM,37,15,0 --> 2
(1412)SPMM,37,16,0 --> 2
(1413)SPMM,37,17,0 --> 2
(1414)SPMM,37,19,0 --> 2
(1415)SPMM,37,25,0 --> 2
(1416)SPMM,37,27,0 --> 2
(1417)SPMM,38,0,0 --> 2
(1418)SPMM,38,1,0 --> 2
(1419)SPMM,38,2,0 --> 2
(1420)SPMM,38,3,0 --> 2
(1421)SPMM,38,4,0 --> 2
(1422)SPMM,38,6,0 --> 2
(1423)SPMM,38,15,0 --> 2
(1424)SPMM,38,16,0 --> 2
(1425)SPMM,38,17,0 --> 2
(1426)SPMM,38,19,0 --> 2
(1427)SPMM,38,22,0 --> 2
(1428)SPMM,38,24,0 --> 2
(1429)SPMM,38,25,0 --> 2
(1430)SPMM,38,26,0 --> 2
(1431)SPMM,38,27,0 --> 2
(1432)SPMM,38,28,0 --> 2
(1433)SPMM,38,30,0 --> 2
(1434)SPMM,39,0,0 --> 2
(1435)SPMM,39,1,0 --> 2
(1436)SPMM,39,2,0 --> 2
(1437)SPMM,39,3,0 --> 2
(1438)SPMM,39,4,0 --> 2
(1439)SPMM,39,6,0 --> 2
(1440)SPMM,39,15,0 --> 2
(1441)SPMM,39,16,0 --> 2
(1442)SPMM,39,17,0 --> 2
(1443)SPMM,39,19,0 --> 2
(1444)SPMM,39,24,0 --> 2
(1445)SPMM,39,25,0 --> 2
(1446)SPMM,39,26,0 --> 2
(1447)SPMM,39,27,0 --> 2
(1448)SPMM,39,28,0 --> 2
(1449)SPMM,40,0,0 --> 2
(1450)SPMM,40,1,0 --> 2
(1451)SPMM,40,2,0 --> 2
(1452)SPMM,40,3,0 --> 2
(1453)SPMM,40,4,0 --> 2
(1454)SPMM,40,6,0 --> 2
(1455)SPMM,40,15,0 --> 2
(1456)SPMM,40,16,0 --> 2
(1457)SPMM,40,17,0 --> 2
(1458)SPMM,40,24,0 --> 2
(1459)SPMM,40,25,0 --> 2
(1460)SPMM,40,26,0 --> 2
(1461)SPMM,40,27,0 --> 2
(1462)SPMM,40,28,0 --> 2
(1463)SPMM,40,29,0 --> 2
(1464)SPMM,41,0,0 --> 2
(1465)SPMM,41,1,0 --> 2
(1466)SPMM,41,2,0 --> 2
(1467)SPMM,41,3,0 --> 2
(1468)SPMM,41,4,0 --> 2
(1469)SPMM,41,6,0 --> 2
(1470)SPMM,41,15,0 --> 2
(1471)SPMM,41,16,0 --> 2
(1472)SPMM,41,17,0 --> 2
(1473)SPMM,41,24,0 --> 2
(1474)SPMM,41,27,0 --> 2
(1475)SPMM,41,28,0 --> 2
(1476)SPMM,41,29,0 --> 2
(1477)SPMM,42,0,0 --> 2
(1478)SPMM,42,1,0 --> 2
(1479)SPMM,42,2,0 --> 2
(1480)SPMM,42,3,0 --> 2
(1481)SPMM,42,4,0 --> 2
(1482)SPMM,42,6,0 --> 2
(1483)SPMM,42,15,0 --> 2
(1484)SPMM,42,16,0 --> 2
(1485)SPMM,42,17,0 --> 2
(1486)SPMM,42,23,0 --> 2
(1487)SPMM,42,27,0 --> 2
(1488)SPMM,42,28,0 --> 2
(1489)SPMM,42,29,0 --> 2
(1490)SPMM,42,30,0 --> 2
(1491)SPMM,43,0,0 --> 2
(1492)SPMM,43,1,0 --> 2
(1493)SPMM,43,2,0 --> 2
(1494)SPMM,43,3,0 --> 2
(1495)SPMM,43,4,0 --> 2
(1496)SPMM,43,6,0 --> 2
(1497)SPMM,43,15,0 --> 2
(1498)SPMM,43,16,0 --> 2
(1499)SPMM,43,17,0 --> 2
(1500)SPMM,43,22,0 --> 2
(1501)SPMM,43,23,0 --> 2
(1502)SPMM,43,24,0 --> 2
(1503)SPMM,43,31,0 --> 2
(1504)SPMM,44,1,0 --> 2
(1505)SPMM,44,2,0 --> 2
(1506)SPMM,44,3,0 --> 2
(1507)SPMM,44,4,0 --> 2
(1508)SPMM,44,5,0 --> 2
(1509)SPMM,44,6,0 --> 2
(1510)SPMM,44,15,0 --> 2
(1511)SPMM,44,16,0 --> 2
(1512)SPMM,44,17,0 --> 2
(1513)SPMM,44,30,0 --> 2
(1514)SPMM,44,31,0 --> 2
(1515)SPMM,45,0,0 --> 2
(1516)SPMM,45,1,0 --> 2
(1517)SPMM,45,2,0 --> 2
(1518)SPMM,45,3,0 --> 2
(1519)SPMM,45,4,0 --> 2
(1520)SPMM,45,6,0 --> 2
(1521)SPMM,45,15,0 --> 2
(1522)SPMM,45,16,0 --> 2
(1523)SPMM,45,17,0 --> 2
(1524)SPMM,45,22,0 --> 2
(1525)SPMM,45,29,0 --> 2
(1526)SPMM,45,31,0 --> 2
(1527)SPMM,46,0,0 --> 2
(1528)SPMM,46,1,0 --> 2
(1529)SPMM,46,2,0 --> 2
(1530)SPMM,46,3,0 --> 2
(1531)SPMM,46,4,0 --> 2
(1532)SPMM,46,5,0 --> 2
(1533)SPMM,46,6,0 --> 2
(1534)SPMM,46,15,0 --> 2
(1535)SPMM,46,16,0 --> 2
(1536)SPMM,46,17,0 --> 2
(1537)SPMM,46,21,0 --> 2
(1538)SPMM,46,30,0 --> 2
(1539)SPMM,46,31,0 --> 2
(1540)SPMM,47,1,0 --> 2
(1541)SPMM,47,2,0 --> 2
(1542)SPMM,47,3,0 --> 2
(1543)SPMM,47,4,0 --> 2
(1544)SPMM,47,5,0 --> 2
(1545)SPMM,47,6,0 --> 2
(1546)SPMM,47,15,0 --> 2
(1547)SPMM,47,16,0 --> 2
(1548)SPMM,47,17,0 --> 2
(1549)SPMM,47,30,0 --> 2
(1550)SPMM,48,0,0 --> 2
(1551)SPMM,48,2,0 --> 2
(1552)SPMM,48,3,0 --> 2
(1553)SPMM,48,4,0 --> 2
(1554)SPMM,48,5,0 --> 2
(1555)SPMM,48,6,0 --> 2
(1556)SPMM,48,15,0 --> 2
(1557)SPMM,48,16,0 --> 2
(1558)SPMM,48,17,0 --> 2
(1559)SPMM,48,21,0 --> 2
(1560)SPMM,49,0,0 --> 2
(1561)SPMM,49,1,0 --> 2
(1562)SPMM,49,2,0 --> 2
(1563)SPMM,49,3,0 --> 2
(1564)SPMM,49,4,0 --> 2
(1565)SPMM,49,6,0 --> 2
(1566)SPMM,49,15,0 --> 2
(1567)SPMM,49,16,0 --> 2
(1568)SPMM,49,17,0 --> 2
(1569)SPMM,49,22,0 --> 2
(1570)SPMM,49,23,0 --> 2
(1571)SPMM,49,30,0 --> 2
(1572)SPMM,49,31,0 --> 2
(1573)SPMM,50,0,0 --> 2
(1574)SPMM,50,1,0 --> 2
(1575)SPMM,50,2,0 --> 2
(1576)SPMM,50,3,0 --> 2
(1577)SPMM,50,4,0 --> 2
(1578)SPMM,50,5,0 --> 2
(1579)SPMM,50,6,0 --> 2
(1580)SPMM,50,15,0 --> 2
(1581)SPMM,50,16,0 --> 2
(1582)SPMM,50,17,0 --> 2
(1583)SPMM,50,20,0 --> 2
(1584)SPMM,50,21,0 --> 2
(1585)SPMM,50,22,0 --> 2
(1586)SPMM,50,23,0 --> 2
(1587)SPMM,50,24,0 --> 2
(1588)SPMM,50,25,0 --> 2
(1589)SPMM,50,27,0 --> 2
(1590)SPMM,50,28,0 --> 2
(1591)SPMM,50,29,0 --> 2
(1592)SPMM,50,30,0 --> 2
(1593)SPMM,51,0,0 --> 2
(1594)SPMM,51,1,0 --> 2
(1595)SPMM,51,4,0 --> 2
(1596)SPMM,51,5,0 --> 2
(1597)SPMM,51,15,0 --> 2
(1598)SPMM,51,16,0 --> 2
(1599)SPMM,51,17,0 --> 2
